GEOID,happening,human
39111,55.23,42.281
39113,64.735,50.44
39115,59.722,45.056
39117,60.545,46.489
39119,64.342,47.874
39121,58.921,44.161
39123,65.482,48.733
39125,61.547,45.428
39127,64.226,48.857
39129,61.361,47.199
39131,66.129,49.503
39133,66.751,49.793
39135,59.964,45.358
39137,58.134,42.675
39139,62.513,46.753
39141,66.346,48.924
39143,64.735,48.86
39145,64.872,48.326
39147,64.963,49.43
39149,58.821,44.736
39151,66.954,50.403
39153,70.575,53.487
39155,66.309,51.338
39157,61.071,47.9
39159,61.866,46.284
39161,58.566,43.835
39163,63.14,47.43
39165,64.193,46.853
39167,59.678,46.087
39169,64.604,48.18
39171,64.25,48.952
39173,68.517,51.607
39175,62.62,46.831
40001,63.878,48.099
40003,58.567,41.809
40005,58.162,43.312
40007,54.545,39.758
40009,58.447,42.892
40011,59.258,43.669
40013,62.532,46.161
40015,60.749,46.023
40017,59.202,44.55
40019,59.397,43.71
40021,66.806,50.353
40023,56.733,43.051
40025,58.705,43.965
40027,65.876,48.535
40029,59.351,43.458
40031,68.589,50.713
40033,60.745,45.443
40035,61.037,44.515
40037,62.123,44.722
40039,60.65,44.707
40041,62.719,45.572
40043,57.09,41.545
40045,55.638,39.938
40047,59.947,43.317
40049,58.397,43.388
40051,58.346,42.812
40053,59.582,42.739
40055,62.491,47.534
40057,60.253,44.397
40059,55.076,39.937
40061,59.915,43.815
40063,62.197,45.763
40065,63.384,47.734
40067,60.343,43.945
40069,62.384,46.118
40071,59.892,44.491
40073,57.317,42.412
40075,61.784,44.94
40077,60.607,44.266
40079,61.097,45.749
40081,59.048,43.366
40083,63.444,46.088
40085,61.516,45.677
40087,55.007,40.737
40089,62.102,44.876
40091,61.412,45.564
40093,60.514,44.637
40095,68.484,51.428
40097,53.725,40.811
40099,60.343,43.79
40101,61.495,45.84
40103,53.374,39.735
40105,60.618,44.214
40107,64.217,47.213
40109,68.67,54.513
40111,63.772,47.633
40113,63.534,47.399
40115,62.016,45.821
40117,59.802,44.447
40119,65.457,49.008
40121,60.003,44.331
40123,62.849,46.899
40125,60.895,45.286
40127,59.81,43.432
40129,58.214,42.127
40131,56.577,41.861
40133,59.816,44.374
40135,61.166,45.637
40137,59.281,43.729
40139,60.484,44.564
40141,63.442,46.654
40143,66.144,48.961
40145,60.812,44.81
40147,60.477,45.219
40149,56.856,41.533
40151,59.814,44.267
40153,54.953,40.086
41001,63.799,45.309
41003,78.674,61.456
41005,70.626,50.488
41007,71.822,54.047
41009,68.308,51.8
41011,67.087,50.33
41013,62.059,45.194
41015,67.137,49.123
41017,70.248,52.864
41019,64.615,47.788
41021,64.687,46.851
41023,63.558,45.156
41025,61.69,44.404
41027,76.6,60.135
41029,65.563,50.234
41031,66.722,48.906
41033,66.758,47.81
41035,62.558,45.475
41037,62.222,44.384
41039,76.661,58.374
41041,74.4,56.196
41043,66.694,49.238
41045,64.877,47.391
41047,69.864,52.623
41049,56.681,43.297
41051,80.612,65.471
41053,70.194,52.419
41055,65.894,47.523
41057,69.758,52.574
41059,63.033,47.434
41061,68.086,50.97
41063,65.571,46.874
41065,69.874,52.604
41067,75.783,58.919
41069,65.667,47.226
41071,68.594,50.797
42001,61.695,45.787
42003,71.822,56.489
42005,57.36,43.954
42007,62.702,45.36
42009,55.631,41.683
42011,66.755,51.967
42013,61.324,44.802
42015,62.656,47.002
42017,65.949,52.878
42019,61.131,44.7
42021,62.705,45.98
42023,63.272,46.606
42025,66.198,48.094
42027,70.612,53.575
42029,72.915,54.931
42031,62.252,45.655
42033,60.291,45.603
42035,64.723,48.894
42037,65.43,47.519
42039,65.357,47.985
42041,67.494,50.94
42043,72.65,53.969
42045,75.803,54.803
42047,63.27,46.654
42049,71.126,54.425
42051,62.418,46.638
42053,62.398,45.868
42055,62.396,46.58
42057,58.069,42.021
42059,57.81,44.067
42061,62.412,46.207
42063,60.316,45.119
42065,55.973,43.441
42067,61.529,45.19
42069,72.722,52.959
42071,62.618,48.312
42073,63.384,47.171
42075,64.145,48.039
42077,73.06,54.22
42079,68.506,51.806
42081,64.953,47.007
42083,62.925,46.898
42085,67.096,48.236
42087,61.407,45.664
42089,72.94,57.33
42091,74.528,57.46
42093,59.945,47.816
42095,68.373,55.249
42097,61.522,46.563
42099,59.635,44.499
42101,78.144,62.865
42103,66.378,50.579
42105,61.231,45.303
42107,62.163,45.332
42109,62.101,46.788
42111,58.514,45.299
42113,64.226,46.748
42115,62.553,47.134
42117,63.167,46.74
42119,65.734,48.572
42121,62.718,46.96
42123,65.834,49.584
42125,63.063,47.714
42127,63.655,47.849
42129,66.409,49.563
42131,65.745,48.268
42133,64.438,47.394
44001,71.347,54.803
44003,69.317,55.209
44005,72.729,55.338
44007,74.401,60.094
44009,72.132,54.96
45001,64.121,46.706
45003,62.356,46.612
45005,73.361,53.677
45007,61.786,44.14
45009,70.308,51.296
45011,65.372,47.043
45013,69.926,50.421
45015,63.99,46.174
45017,65.32,47.761
45019,71.101,51.587
45021,61.568,46.371
45023,68.509,49.944
45025,64.834,46.805
45027,69.239,49.685
45029,65.698,47.962
45031,66.566,49.281
45033,69.859,50.254
45035,67.088,48.593
45037,65.789,47.653
45039,71.333,52.827
45041,66.314,48.796
45043,65.738,47.139
45045,64.642,47.249
45047,65.577,48.419
45049,72.325,53.314
45051,63.562,46.431
45053,69.897,52.343
45055,64.282,47.949
45057,65.092,48.458
45059,63.428,46.94
45061,72.219,53.223
45063,65.742,47.086
45065,70.52,51.403
45067,70.64,51.338
45069,65.33,46.952
45071,62.745,45.888
45073,61.237,44.11
45075,72.304,53.427
45077,61.644,45.12
45079,75.978,55.747
45081,65.02,47.515
45083,65.979,49.085
45085,70.607,50.565
45087,65.314,47.484
45089,73.554,54.453
45091,65.449,48.74
46003,67.105,49.165
46005,65.98,49.266
46007,71.7,52.964
46009,67.829,49.27
46011,69.618,51.261
46013,64.826,47.883
46015,66.206,48.752
46017,75.735,59.768
46019,63.386,46.743
46021,61.562,43.805
46023,66.658,49.511
46025,67.733,49.704
46027,75.271,57.585
46029,63.523,46.961
46031,73.229,54.664
46033,67.048,49.545
46035,65.664,48.002
46037,68.436,50.747
46039,65.673,48.223
46041,75.183,57.735
46043,59.956,42.949
46045,66.194,48.735
46047,64.935,46.791
46049,66.37,47.633
46051,61.365,46.418
46053,64.692,46.847
46055,61.187,42.895
46057,65.229,47.965
46059,66.365,50.027
46061,63.352,45.789
46063,61.774,43.145
46065,63.91,46.263
46067,64.425,46.51
46069,63.295,45.339
46071,69.193,50.192
46073,71.705,54.718
46075,58.455,41.639
46077,66.046,48.635
46079,67.209,49.254
46081,66.269,48.703
46083,63.601,47.24
46085,65.092,47.62
46087,70.034,51.699
46089,67.289,48.611
46091,62.623,44.443
46093,60.732,44.054
46095,71.828,53.035
46097,66.362,48.526
46099,68.171,51.212
46101,69.244,51.819
46103,62.106,46.328
46105,63.315,45.391
46107,59.831,43.079
46109,65.393,49.679
46111,64.331,46.673
46113,78.455,61.18
46115,67.209,49.685
46117,64.254,47.929
46119,62.446,44.288
46121,77.167,59.226
46123,64.773,46.389
46125,63.392,45.864
46127,62.807,46.954
46129,62.347,45.069
46135,63.822,47.079
46137,75.417,57.873
47001,61.241,44.862
47003,61.236,47.313
47005,59.356,44.44
47007,62.966,47.93
47009,59.497,44.802
47011,57.726,43.064
47013,58.165,42.827
47015,59.344,44.372
47017,60.51,44.676
47019,59.505,44.227
47021,59.389,43.887
47023,59.899,43.433
47025,57.082,42.408
47027,62.189,47.826
47029,57.424,42.641
47031,59.661,44.434
47033,59.337,44.131
47035,57.776,42.515
47037,69.651,55.477
47039,58.618,42.634
47041,61.025,45.076
47043,62.156,45.166
47045,57.758,42.814
47047,62.361,45.814
47049,54.66,40.558
47051,61.635,46.129
47053,58.417,44.066
47055,61.322,45.092
47057,57.299,42.2
47059,60.239,44.129
47061,61.956,46.335
47063,60.868,44.869
47065,71.549,51.206
47067,55.521,40.971
47069,65.914,47.957
47071,59.71,43.952
47073,54.854,40.387
47075,67.341,49.022
47077,57.897,42.879
47079,61.146,45.568
47081,63.33,47.164
47083,57.604,44.452
47085,58.728,45.217
47087,61.362,46.27
47089,61.773,47.173
47091,59.019,43.425
47093,63.256,48.482
47095,62.688,47.624
47097,62.797,47.077
47099,57.838,43.9
47101,64.525,48.932
47103,58.16,43.316
47105,60.824,45.469
47107,60.978,45.464
47109,63.418,47.428
47111,61.996,46.55
47113,63.963,45.413
47115,62.13,47.129
47117,58.002,43.607
47119,61.404,46.541
47121,58.265,43.446
47123,58.748,44.002
47125,67.104,49.409
47127,56.926,41.485
47129,58.169,42.906
47131,58.101,42.776
47133,60.887,45.292
47135,64.173,47.893
47137,55.698,41.445
47139,60.796,45.142
47141,60.347,45.966
47143,58.845,42.496
47145,58.668,43.394
47147,62.973,47.348
47149,63.46,48.17
47151,56.139,41.412
47153,60.304,44.351
47155,62.233,45.957
47157,70.402,51.844
47159,60.309,46.436
47161,56.208,41.34
47163,58.461,43.351
47165,62.138,43.976
47167,59.11,42.81
47169,63.873,48.542
47171,58.976,43.687
47173,56.696,41.835
47175,60.691,45.147
47177,62.866,47.153
47179,59.268,46.246
47181,57.028,42.063
47183,59.713,44.301
47185,58.809,43.362
47187,63.3,46.865
47189,60.955,44.788
48001,59.928,43.849
48003,61.074,45.454
48005,62.557,45.81
48007,61.917,45.734
48009,54.402,39.942
48011,57.131,40.36
48013,66.212,50.437
48015,59.299,42.343
48017,58.219,44.638
48019,61.223,46.532
48021,67.146,52.287
48023,54.979,40.657
48025,67.569,51.826
48027,68.371,49.078
48029,76.087,54.725
48031,65.358,49.215
48033,55.974,39.865
48035,57.79,41.438
48037,61.019,44.57
48039,66.291,50.218
48041,68.311,50.058
48043,73.076,56.189
48045,59.23,42.227
48047,74.858,59.698
48049,56.419,40.596
48051,59.489,43.486
48053,60.731,45.055
48055,71.572,53.631
48057,64.847,48.912
48059,56.76,41.387
48061,75.932,60.802
48063,54.041,40.738
48065,52.378,38.961
48067,57.862,42.234
48069,65.236,49.425
48071,57.349,42.695
48073,61.968,43.6
48075,61.455,45.96
48077,55.238,39.945
48079,64.489,47.833
48081,57.123,41.781
48083,55.408,40.616
48085,68.756,52.331
48087,60.002,43.851
48089,59.663,43.512
48091,62.538,49.205
48093,60.192,45.609
48095,63.794,49.499
48097,59.619,43.108
48099,67.445,47.479
48101,62.929,45.282
48103,63.652,48.731
48105,64.483,49.045
48107,65.801,50.319
48109,75.454,59.482
48111,61.05,44.772
48113,75.584,57.597
48115,62.673,47.261
48117,65.568,48.497
48119,58.521,42.686
48121,67.635,53.36
48123,59.22,43.505
48125,61.27,45.327
48127,74.912,59.793
48129,59.053,41.989
48131,77.482,63.092
48133,55.03,40.297
48135,65.766,49.542
48137,66.767,49.189
48139,72.859,55.239
48141,71.147,54.952
48143,58.356,44.529
48145,64.093,47.345
48147,59.333,43.863
48149,51.456,39.85
48151,62.841,46.613
48153,61.733,46.161
48155,58.006,42.707
48157,70.816,51.947
48159,57.485,41.481
48161,51.557,38.753
48163,73.373,58.448
48165,59.774,46.228
48167,66.157,49.552
48169,60.116,45.539
48171,62.49,45.383
48173,56.902,41.187
48175,57.936,43.046
48177,64.725,48.095
48179,56.358,41.336
48181,60.829,46.029
48183,61.668,45.876
48185,56.657,41.865
48187,63.881,47.559
48189,63.151,46.987
48191,59.763,44.062
48193,56.184,40.704
48195,56.63,41.396
48197,61.877,44.759
48199,56.191,40.768
48201,70.963,55.536
48203,59.963,43.964
48205,56.086,41.094
48207,58.321,43.32
48209,73.007,56.417
48211,59.253,42.857
48213,62.677,45.357
48215,76.726,62.609
48217,60.612,46.644
48219,62.737,46.175
48221,59.971,43.707
48223,59.54,43.765
48225,62.219,44.653
48227,61.639,45.597
48229,70.082,54.748
48231,60.173,44.995
48233,55.499,41.187
48235,57.957,41.902
48237,52.191,40.19
48239,58.861,42.903
48241,61.686,44.495
48243,71.268,52.272
48245,69.414,48.619
48247,76.889,61.045
48249,71.637,56.64
48251,60.406,44.581
48253,60.324,44.552
48255,64.041,48.152
48257,63.111,46.627
48259,63.981,46.793
48261,64.779,50.89
48263,59.022,42.507
48265,60.566,44.427
48267,59.345,43.292
48269,53.642,39.548
48271,66.727,50.759
48273,74.006,57.029
48275,59.921,43.71
48277,58.23,42.196
48279,56.216,42.854
48281,62.583,45.353
48283,72.028,56.962
48285,58.577,42.652
48287,60.105,44.286
48289,55.537,41.16
48291,58.455,42.186
48293,58.641,42.758
48295,59.045,43.347
48297,64.272,48.66
48299,60.875,43.734
48301,63.539,45.38
48303,63.828,49.407
48305,63.594,47.665
48307,61.06,46.049
48309,63.578,46.032
48311,56.923,42.671
48313,59.697,42.906
48315,60.041,43.778
48317,72.473,56.367
48319,63.975,47.979
48321,63.688,47.281
48323,63.412,48.435
48325,65.102,49.375
48327,61.959,45.905
48329,61.654,44.5
48331,59.837,44.228
48333,55.942,40.577
48335,61.192,45.823
48337,56.967,41.05
48339,63.861,44.957
48341,64.028,47.48
48343,55.708,41.102
48345,53.384,38.666
48347,64.85,47.768
48349,61.282,45.017
48351,57.754,41.809
48353,63.199,47.135
48355,71.162,56.007
48357,58.19,43.102
48359,56.495,41.602
48361,56.166,41.251
48363,60.296,45.866
48365,49.725,37.177
48367,56.123,41.136
48369,64.273,48.15
48371,66.041,50.537
48373,63.376,46.579
48375,63.91,47.824
48377,78.074,62.415
48379,58.505,42.297
48381,56.165,41.669
48383,60.216,45.838
48385,63.669,45.443
48387,61.078,43.9
48389,70.69,55.477
48391,69.541,53.867
48393,54.764,38.848
48395,63.557,46.671
48397,64.057,46.17
48399,56.232,41.392
48401,54.036,40.427
48403,59.313,44.254
48405,59.277,42.866
48407,60.658,43.803
48409,66.205,51.363
48411,60.051,43.197
48413,63.597,46.938
48415,58.932,44.182
48417,56.738,41.032
48419,60.666,43.58
48421,59.39,43.369
48423,62.533,45.011
48425,57.389,41.735
48427,78.016,63.06
48429,57.834,42.118
48431,62.804,45.219
48433,61.278,44.184
48435,63.726,47.377
48437,62.134,46.201
48439,63.735,48.102
48441,60.939,46.023
48443,65.085,48.706
48445,64.374,49.543
48447,57.97,43.359
48449,56.06,43.111
48451,64.255,47.648
48453,79.574,62.302
48455,60.064,43.095
48457,61.273,44.421
48459,57.583,41.148
48461,58.869,45.46
48463,68.607,53.237
48465,72.82,57.16
48467,56.768,40.74
48469,65.007,48.774
48471,63.224,46.494
48473,68.305,52.362
48475,63.09,47.176
48477,59.456,43.113
48479,77.673,62.43
48481,64.352,48.137
48483,56.101,41.204
48485,63.139,45.828
48487,55.778,42.797
48489,73.196,59.257
48491,66.429,51.01
48493,64.616,49.317
48495,62.307,46.726
48497,58.017,41.571
48499,58.955,42.176
48501,61.918,47.467
48503,55.033,40.143
48505,75.113,60.993
48507,77.072,61.912
49001,55.351,39.628
49003,58.437,41.312
49005,63.404,43.144
49007,62.035,46.447
49009,61.877,45.669
49011,61.564,41.981
49013,54.673,38.875
49015,48.788,35.927
49017,59.653,42.084
49019,72.139,54.076
49021,59.416,42.391
49023,50.928,37.439
49025,56.42,40.796
49027,49.951,36.56
49029,54.82,38.699
49031,54.89,39.522
49033,56.03,39.331
49035,69.388,50.786
49037,64.138,47.603
49039,60.311,42.961
49041,55.418,39.172
49043,70.655,52.726
49045,63.829,46.066
49047,54.403,40.942
49049,58.277,42.205
49051,63.287,45.81
49053,57.991,43.206
49055,62.93,44.823
49057,64.636,48.599
50001,77.169,60.709
50003,73.574,56.501
50005,72.457,56.015
50007,76.147,59.667
50009,68.365,51.952
50011,71.354,53.881
50013,74.137,57.614
50015,74.321,58.399
50017,74.16,56.603
50019,71.194,54.162
50021,71.365,54.876
50023,75.884,59.478
50025,76.577,60.208
50027,74.76,58.473
51001,67.968,50.919
51003,74.268,56.21
51005,63.596,47.22
51007,61.807,44.334
51009,65.242,47.035
51011,59.418,42.658
51013,82.243,66.094
51015,58.633,43.66
51017,66.578,50.802
51019,62.305,45.699
51021,55.924,40.835
51023,58.692,44.445
51025,71.33,52.393
51027,57.586,42.837
51029,68.583,49.442
51031,60.664,43.843
51033,70.217,51.143
51035,61.863,47.243
51036,71.158,52.183
51037,61.478,45.101
51041,66.941,49.216
51043,67.945,51.098
51045,61.806,44.18
51047,66.275,49.038
51049,66.585,47.984
51051,59.268,44.723
51053,65.17,48.212
51057,69.006,50.781
51059,75.236,59.164
51061,67.5,49.691
51063,65.801,49.605
51065,67.084,48.579
51067,67.073,50.625
51069,63.598,47.481
51071,61.884,45.948
51073,64.402,48.291
51075,63.188,45.971
51077,58.702,43.058
51079,64.491,45.715
51081,69.9,52.1
51083,64.341,47.195
51085,63.257,45.218
51087,68.691,54.294
51089,63.53,46.075
51091,64.825,47.091
51093,66.476,49.109
51095,67.879,50.212
51097,65.851,47.608
51099,66.535,49.824
51101,63.508,46.109
51103,69.608,51.36
51105,58.447,42.947
51107,72.4,56.229
51109,65.54,48.002
51111,66.52,48.102
51113,66.596,49.867
51115,63.807,46.712
51117,68.532,50.461
51119,68.104,51.359
51121,72.309,54.85
51125,70.18,52.623
51127,62.266,45.55
51131,71.949,52.131
51133,67.583,48.805
51135,66.919,48.333
51137,67.132,49.979
51139,63.327,47.724
51141,60.781,43.826
51143,62.322,45.085
51145,61.685,44.318
51147,71.631,51.714
51149,65.159,47.499
51153,74.563,55.597
51155,62.509,45.324
51157,72.091,54.595
51159,65.804,48.951
51161,62.773,45.141
51163,62.579,46.156
51165,62.425,47.975
51167,58.615,43.218
51169,57.107,42.683
51171,62.016,45.315
51173,61.346,45.96
51175,66.914,49.745
51177,67.524,50.854
51179,72.213,54.446
51181,69.489,51.342
51183,69.753,51.35
51185,58.013,42.752
51187,66.489,50.717
51191,60.281,44.881
51193,69.035,50.458
51195,60.369,45.805
51197,60.992,45.464
51199,66.609,49.14
51510,83.557,66.918
51520,61.438,45.428
51530,61.203,45.132
51540,79.69,61.194
51550,69.739,49.637
51570,62.284,46.633
51580,66.117,49.406
51590,70.923,51.544
51595,74.246,52.902
51600,77.052,59.84
51610,80.625,62.509
51620,70.545,50.802
51630,77.267,58.97
51640,65.918,50.818
51650,75.032,57.073
51660,72.452,55.386
51670,68.804,51.383
51678,76.303,58.029
51680,70.035,50.808
51683,60.651,44.268
51685,75.978,57.49
51690,72.782,54.717
51700,75.44,56.962
51710,76.398,59.148
51720,60.435,44.542
51730,74.828,54.351
51735,58.13,42.687
51740,73.872,55.239
51750,69.766,51.994
51760,79.822,60.923
51770,73.318,54.535
51775,66.051,49.022
51790,70.89,54.044
51800,70.752,54.322
51810,68.473,52.059
51820,66.849,50.645
51830,78.596,60.21
51840,72.218,54.723
53001,65.713,49.997
53003,65.525,48.263
53005,66.031,48.043
53007,67.486,51.926
53009,71.262,53.198
53011,68.83,51.957
53013,67.922,50.67
53015,69.621,52.21
53017,66.631,49.728
53019,67.155,49.385
53021,63.947,49.98
53023,61.655,43.966
53025,66.103,48.737
53027,70.939,53.694
53029,71.55,54.563
53031,75.783,57.413
53033,80.531,62.029
53035,73.378,54.908
53037,70.708,53.861
53039,67.167,49.513
53041,62.489,45.543
53043,64.678,47.23
53045,68.282,52.199
53047,68.329,51.507
53049,69.572,53.133
53051,67.473,50.729
53053,71.195,54.159
53055,78.528,60.367
53057,71.03,54.219
53059,67.222,49.774
53061,74.49,57.16
53063,69.295,49.022
53065,64.454,47.774
53067,72.582,54.258
53069,68.113,49.753
53071,69.638,51.647
53073,74.837,56.735
53075,74.51,55.031
53077,66.178,52.482
54001,61.42,46.498
54003,64.634,47.059
54005,58.342,43.633
54007,63.104,46.784
54009,60.269,44.7
54011,67.263,49.865
54013,61.684,45.776
54015,61.013,45.292
54017,60.539,45.895
54019,61.775,46.674
54021,65.681,48.711
54023,49.283,37.822
54025,62.044,45.091
54027,60.201,45.011
54029,59.864,43.703
54031,62,46.427
54033,58.609,43.787
54035,60.765,45.026
54037,69.864,52.639
54039,66.038,49.513
54041,59.885,42.717
54043,60.643,45.946
54045,57.786,43.971
54047,61.115,45.912
54049,61.208,44.883
54051,60.64,44.764
54053,52.402,39.37
54055,59.765,42.766
54057,59.08,43.951
54059,58.27,43.078
54061,68.82,50.785
54063,58.57,43.101
54065,62.59,46.156
54067,58.438,42.879
54069,65.128,48.599
54071,62.741,45.717
54073,54.201,42.948
54075,62.551,45.873
54077,60.078,44.03
54079,55.761,41.618
54081,59.656,43.728
54083,64.367,48.836
54085,57.398,41.81
54087,62.883,46.748
54089,64.324,48.141
54091,59.011,43.436
54093,61.127,45.542
54095,60.852,45.73
54097,61.406,46.12
54099,59.413,44.428
54101,63.138,48.002
54103,60.818,45.027
54105,58.661,43.013
54107,60.92,45.499
54109,55.797,41.444
55001,68.049,50.777
55003,71.648,54.115
55005,67.363,50.214
55007,72.598,55.601
55009,67.971,50.571
55011,65.574,49.555
55013,66.009,49.481
55015,65.866,49.346
55017,66.933,51.41
55019,67.454,49.924
55021,66.935,50.194
55023,68.223,52.003
55025,79.031,63.035
55027,64.125,48.264
55029,71.025,54.636
55031,71.906,55.173
55033,69.427,52.514
55035,70.119,54.417
55037,59.775,43.977
55039,66.092,47.352
55041,67.514,50.448
55043,68.737,50.915
55045,68.778,52.361
55047,63.712,47.014
55049,71.772,55.288
55051,67.196,50.461
55053,67.165,50.575
55055,66.713,49.515
55057,66.977,50.696
55059,67.519,52.333
55061,65.36,48.75
55063,71.439,52.67
55065,69.576,53.509
55067,64.694,50.244
55069,65.666,48.956
55071,66.281,50.594
55073,65.079,49.892
55075,63.75,48.799
55077,66.228,49.591
55078,74.987,57.51
55079,74.376,58.434
55081,65.237,49.038
55083,64.752,48.566
55085,66.295,50.107
55087,65.458,47.381
55089,64.374,47.91
55091,68.003,50.824
55093,68.768,51.661
55095,65.886,49.446
55097,69.862,52.598
55099,67.343,50.759
55101,66.972,50.283
55103,68.334,51.576
55105,70.867,54.693
55107,66.035,49.029
55109,66.918,49.886
55111,69.745,52.502
55113,68.222,50.296
55115,66.287,49.962
55117,63.894,48.677
55119,64.752,47.341
55121,69.48,52.891
55123,69.469,51.395
55125,64.613,47.369
55127,65.123,50.114
55129,65.282,48.454
55131,59.938,44.287
55133,61.958,46.056
55135,65.071,49.667
55137,66.16,48.832
55139,65.401,51.212
55141,64.819,49.714
56001,73.489,54.135
56003,61.274,44.222
56005,52.399,39.235
56007,65.699,49.01
56009,52.809,38.618
56011,59.864,41.488
56013,64.528,46.393
56015,62.846,46.26
56017,62.705,47.512
56019,62.118,44.61
56021,65.13,46.521
56023,52.027,38.779
56025,60.768,44.167
56027,63.185,44.373
56029,61.157,44.036
56031,55.027,40.426
56033,61.389,43.898
56035,60.985,44.148
56037,56.868,43.173
56039,76.727,58.261
56041,60.353,43.885
56043,62.514,45.749
56045,58.31,41.138